parent_tweet_id,is_reply_to,replies,links/0,username,tweet_url,user_id,retweets,text_html,screen_name,timestamp,has_media,is_replied,likes,text,video_url,tweet_id,timestamp_epochs,reply_to_users/0/user_id,reply_to_users/0/screen_name,reply_to_users/1/user_id,reply_to_users/1/screen_name,hashtags/0,reply_to_users/2/user_id,reply_to_users/2/screen_name,img_urls/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,img_urls/1,img_urls/2,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,hashtags/12,hashtags/13,img_urls/3,links/1
,false,0,https://ted.com/talks/ken_robinson_how_to_escape_education_s_death_valley?utm_source=twitter.com&utm_medium=social&utm_campaign=tedspread,Erika Cravalho-Meyers Ed.D.,/ErikaCravalho/status/1030594770979016704,320822449,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">How to escape education's death valley (Ken Robinson | TED Talks Education) <a class=""twitter-timeline-link"" data-expanded-url=""https://ted.com/talks/ken_robinson_how_to_escape_education_s_death_valley?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread"" dir=""ltr"" href=""https://t.co/PsUnYj2h6u"" rel=""nofollow noopener"" target=""_blank"" title=""https://ted.com/talks/ken_robinson_how_to_escape_education_s_death_valley?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">ted.com/talks/ken_robi</span><span class=""invisible"">nson_how_to_escape_education_s_death_valley?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15492359"" dir=""ltr"" href=""/TEDTalks""><s>@</s><b><strong>TEDTalks</strong></b></a></p>",ErikaCravalho,2018-08-17T23:18:35,false,false,0,How to escape education's death valley (Ken Robinson | TED Talks Education) https://ted.com/talks/ken_robinson_how_to_escape_education_s_death_valley?utm_source=twitter.com&utm_medium=social&utm_campaign=tedspread … via @TEDTalks,,1030594770979016704,1534547915,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0,,Frank Gaertner,/atlfgaertn/status/1109967187534626816,217293923,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Adán Bean shared this slide during his TED Talk titled “The Impermanence of Home”. The concept of hiraeth is so lovely. What a diverse and talented group of speakers we experienced today! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/TEDxPonceyHighland?src=hash""><s>#</s><b>TEDxPonceyHighland</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/TEDxPoHi?src=hash""><s>#</s><b>TEDxPoHi</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/TEDTalks?src=hash""><s>#</s><b><strong>TEDTalks</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/kh1hVaCzeF"">pic.twitter.com/kh1hVaCzeF</a></p>",atlfgaertn,2019-03-24T23:56:14,true,false,2,Adán Bean shared this slide during his TED Talk titled “The Impermanence of Home”. The concept of hiraeth is so lovely. What a diverse and talented group of speakers we experienced today! #TEDxPonceyHighland #TEDxPoHi #TEDTalks pic.twitter.com/kh1hVaCzeF,,1109967187534626816,1553471774,,,,,TEDxPonceyHighland,,,https://pbs.twimg.com/media/D2dlRZbXQAUmr0F.jpg,TEDxPoHi,TEDTalks,,,,,,,,,,,,,,,
,false,1,,Mike Griffith,/PhotogGriff/status/1109965737236455424,2834451574,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Listening <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15492359"" dir=""ltr"" href=""/TEDTalks""><s>@</s><b><strong>TEDTalks</strong></b></a> talking about TIME. <img alt=""⏳"" aria-label=""Emoji: Hourglass with flowing sand"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/23f3.png"" title=""Hourglass with flowing sand""/> My head hurts <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""34739408"" dir=""ltr"" href=""/guyraz""><s>@</s><b>guyraz</b></a></p>",PhotogGriff,2019-03-24T23:50:28,false,true,0,Listening @TEDTalks talking about TIME.  My head hurts @guyraz,,1109965737236455424,1553471428,,,,,,,,,,,,,,,,,,,,,,,,,
1109937837393108992,true,0,,Stuart Scott,/StuartGaia/status/1109965004936105984,85015993,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">God love you Dale.  Hope to have privilege of if fates have it, of meeting you one day. Stuart</p>",StuartGaia,2019-03-24T23:47:33,false,false,1,"God love you Dale.  Hope to have privilege of if fates have it, of meeting you one day. Stuart",,1109965004936105984,1553471253,338493301,DaleLanan,15492359,TEDTalks,,1022401570430808064,ScienceWarning,,,,,,,,,,,,,,,,,,
,false,0,https://www.ted.com/talks/rose_goslinga_crop_insurance_an_idea_worth_seeding?utm_source=twitter.com&utm_medium=social&utm_campaign=tedspread,Serafin Uriarte,/Serurigo/status/1109964768847298560,91796220,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Asegurar cultivos, una idea que vale la pena sembrar  (Rose Goslinga | TEDSalon Berlin 2014) <a class=""twitter-timeline-link"" data-expanded-url=""https://www.ted.com/talks/rose_goslinga_crop_insurance_an_idea_worth_seeding?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread"" dir=""ltr"" href=""https://t.co/zrHfpuxgQa"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.ted.com/talks/rose_goslinga_crop_insurance_an_idea_worth_seeding?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">ted.com/talks/rose_gos</span><span class=""invisible"">linga_crop_insurance_an_idea_worth_seeding?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> vía <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15492359"" dir=""ltr"" href=""/TEDTalks""><s>@</s><b><strong>TEDTalks</strong></b></a></p>",Serurigo,2019-03-24T23:46:37,false,false,0,"Asegurar cultivos, una idea que vale la pena sembrar  (Rose Goslinga | TEDSalon Berlin 2014) https://www.ted.com/talks/rose_goslinga_crop_insurance_an_idea_worth_seeding?utm_source=twitter.com&utm_medium=social&utm_campaign=tedspread … vía @TEDTalks",,1109964768847298560,1553471197,,,,,,,,,,,,,,,,,,,,,,,,,
1109868711920447490,true,0,,Diana Samuels,/dianadee73/status/1109964143300358150,1620438973,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Good info.</p>",dianadee73,2019-03-24T23:44:08,false,false,0,Good info.,,1109964143300358150,1553471048,151964343,Jenhinote,15492359,TEDTalks,,,,,,,,,,,,,,,,,,,,,
,false,0,https://www.ted.com/talks/alain_de_botton_a_kinder_gentler_philosophy_of_success?utm_source=twitter.com&utm_medium=social&utm_campaign=tedspread,Francesc Borrull,/FBorrull/status/1109964025029382144,888584247790927873,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">A kinder, gentler philosophy of success <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""19966557"" dir=""ltr"" href=""/alaindebotton""><s>@</s><b>alaindebotton</b></a> | TEDGlobal 2009 <a class=""twitter-timeline-link"" data-expanded-url=""https://www.ted.com/talks/alain_de_botton_a_kinder_gentler_philosophy_of_success?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread"" dir=""ltr"" href=""https://t.co/hEJ83tHA6d"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.ted.com/talks/alain_de_botton_a_kinder_gentler_philosophy_of_success?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">ted.com/talks/alain_de</span><span class=""invisible"">_botton_a_kinder_gentler_philosophy_of_success?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15492359"" dir=""ltr"" href=""/TEDTalks""><s>@</s><b><strong>TEDTalks</strong></b></a></p>",FBorrull,2019-03-24T23:43:40,false,false,0,"A kinder, gentler philosophy of success @alaindebotton | TEDGlobal 2009 https://www.ted.com/talks/alain_de_botton_a_kinder_gentler_philosophy_of_success?utm_source=twitter.com&utm_medium=social&utm_campaign=tedspread … via @TEDTalks",,1109964025029382144,1553471020,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0,https://www.ted.com/talks/phil_plait_the_secret_to_scientific_discoveries_making_mistakes,Krisztina 'Z' Holly 🚀,/krisztinaholly/status/1109963745143353344,20711514,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Science is NOT fact! (What is it, then? A rigorous process that often requires admitting when you’re wrong) Thats an important difference! A great example from planet-hunting  by Phil Plait <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""130241111"" dir=""ltr"" href=""/TEDxBoulder""><s>@</s><b>TEDxBoulder</b></a> <a class=""twitter-timeline-link"" data-expanded-url=""https://www.ted.com/talks/phil_plait_the_secret_to_scientific_discoveries_making_mistakes"" dir=""ltr"" href=""https://t.co/kt4fxIlyKe"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.ted.com/talks/phil_plait_the_secret_to_scientific_discoveries_making_mistakes""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">ted.com/talks/phil_pla</span><span class=""invisible"">it_the_secret_to_scientific_discoveries_making_mistakes</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15492359"" dir=""ltr"" href=""/TEDTalks""><s>@</s><b><strong>TEDTalks</strong></b></a></p>",krisztinaholly,2019-03-24T23:42:33,false,false,0,"Science is NOT fact! (What is it, then? A rigorous process that often requires admitting when you’re wrong) Thats an important difference! A great example from planet-hunting  by Phil Plait @TEDxBoulder https://www.ted.com/talks/phil_plait_the_secret_to_scientific_discoveries_making_mistakes … via @TEDTalks",,1109963745143353344,1553470953,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0,https://www.ted.com/talks/greta_thunberg_the_disarming_case_to_act_right_now_on_climate?utm_source=twitter.com&utm_medium=social&utm_campaign=tedspread,Bernardo López Valenzuela,/bybdo/status/1109962475963846656,57976497,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">El argumento cautivador para actuar ya ante el cambio climático (Greta Thunberg | TEDxStockholm) <a class=""twitter-timeline-link"" data-expanded-url=""https://www.ted.com/talks/greta_thunberg_the_disarming_case_to_act_right_now_on_climate?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread"" dir=""ltr"" href=""https://t.co/weILA3zkM1"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.ted.com/talks/greta_thunberg_the_disarming_case_to_act_right_now_on_climate?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">ted.com/talks/greta_th</span><span class=""invisible"">unberg_the_disarming_case_to_act_right_now_on_climate?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> vía <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15492359"" dir=""ltr"" href=""/TEDTalks""><s>@</s><b><strong>TEDTalks</strong></b></a></p>",bybdo,2019-03-24T23:37:31,false,false,0,El argumento cautivador para actuar ya ante el cambio climático (Greta Thunberg | TEDxStockholm) https://www.ted.com/talks/greta_thunberg_the_disarming_case_to_act_right_now_on_climate?utm_source=twitter.com&utm_medium=social&utm_campaign=tedspread … vía @TEDTalks,,1109962475963846656,1553470651,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0,https://www.ted.com/talks/edith_widder_the_weird_and_wonderful_world_of_bioluminescence?utm_source=twitter.com&utm_medium=social&utm_campaign=tedspread,すぱいじゃー,/oshimaut/status/1109962473354911745,813782306926129153,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The weird, wonderful world of bioluminescence (Edith Widder | TED2011) <a class=""twitter-timeline-link"" data-expanded-url=""https://www.ted.com/talks/edith_widder_the_weird_and_wonderful_world_of_bioluminescence?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread"" dir=""ltr"" href=""https://t.co/S50HRSTksU"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.ted.com/talks/edith_widder_the_weird_and_wonderful_world_of_bioluminescence?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">ted.com/talks/edith_wi</span><span class=""invisible"">dder_the_weird_and_wonderful_world_of_bioluminescence?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15492359"" dir=""ltr"" href=""/TEDTalks""><s>@</s><b><strong>TEDTalks</strong></b></a>より</p>",oshimaut,2019-03-24T23:37:30,false,false,1,"The weird, wonderful world of bioluminescence (Edith Widder | TED2011) https://www.ted.com/talks/edith_widder_the_weird_and_wonderful_world_of_bioluminescence?utm_source=twitter.com&utm_medium=social&utm_campaign=tedspread … @TEDTalksより",,1109962473354911745,1553470650,,,,,,,,,,,,,,,,,,,,,,,,,
1109832250634452995,true,1,,SusanV,/SusanV45276865/status/1109960452644261888,3689626409,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">It frustrates me that I have never grasped calculus, and my selfish side suspects that it’s at least partially due to the way it’s taught. Communication, people!!! It’s not a contest!!!</p>",SusanV45276865,2019-03-24T23:29:28,false,true,1,"It frustrates me that I have never grasped calculus, and my selfish side suspects that it’s at least partially due to the way it’s taught. Communication, people!!! It’s not a contest!!!",,1109960452644261888,1553470168,766026593076731904,alda,579299426,stevenstrogatz,,,,,,,,,,,,,,,,,,,,,
1109941348910522368,true,0,,Kalpana Kotagal,/KalpanaKotagal/status/1109960383115288577,2422201171,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Thank you!!</p>",KalpanaKotagal,2019-03-24T23:29:12,false,false,0,Thank you!!,,1109960383115288577,1553470152,955169361563545600,MiaraJenna,15492359,TEDTalks,,,,,,,,,,,,,,,,,,,,,
,false,0,https://www.ted.com/talks/yves_morieux_as_work_gets_more_complex_6_rules_to_simplify?utm_source=twitter.com&utm_medium=social&utm_campaign=tedspread,Michael Ross,/michaeladamross/status/1109960011633975296,81834730,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">As work gets more complex, 6 rules to simplify (Yves Morieux | TED@BCG San Francisco) <a class=""twitter-timeline-link"" data-expanded-url=""https://www.ted.com/talks/yves_morieux_as_work_gets_more_complex_6_rules_to_simplify?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread"" dir=""ltr"" href=""https://t.co/3kLC5Bii9B"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.ted.com/talks/yves_morieux_as_work_gets_more_complex_6_rules_to_simplify?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">ted.com/talks/yves_mor</span><span class=""invisible"">ieux_as_work_gets_more_complex_6_rules_to_simplify?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15492359"" dir=""ltr"" href=""/TEDTalks""><s>@</s><b><strong>TEDTalks</strong></b></a></p>",michaeladamross,2019-03-24T23:27:43,false,false,1,"As work gets more complex, 6 rules to simplify (Yves Morieux | TED@BCG San Francisco) https://www.ted.com/talks/yves_morieux_as_work_gets_more_complex_6_rules_to_simplify?utm_source=twitter.com&utm_medium=social&utm_campaign=tedspread … via @TEDTalks",,1109960011633975296,1553470063,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0,,Jay Katz,/jaySkatz/status/1109956022989455362,943396310924787712,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2835276183"" dir=""ltr"" href=""/MonicaLewinsky""><s>@</s><b>MonicaLewinsky</b></a> Great interview w/John Oliver.  I'm a couple years older than you and can't imagine what your life was and has been like but you're living proof that what doesn't kill you makes you stronger.  Looking forward to watching your <strong>TedTalks</strong>.  Good luck to you.</p>",jaySkatz,2019-03-24T23:11:52,false,false,0,@MonicaLewinsky Great interview w/John Oliver.  I'm a couple years older than you and can't imagine what your life was and has been like but you're living proof that what doesn't kill you makes you stronger.  Looking forward to watching your TedTalks.  Good luck to you.,,1109956022989455362,1553469112,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0,https://www.ted.com/talks/phil_plait_the_secret_to_scientific_discoveries_making_mistakes?utm_source=twitter.com&utm_medium=social&utm_campaign=tedspread,Gerardo Bartolome,/Gerbartolome/status/1109954601162342400,518098466,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Excelente charla TED sobre qué es la Ciencia
The secret to scientific discoveries? Making mistakes (Phil Plait | TEDxBoulder) <a class=""twitter-timeline-link"" data-expanded-url=""https://www.ted.com/talks/phil_plait_the_secret_to_scientific_discoveries_making_mistakes?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread"" dir=""ltr"" href=""https://t.co/2RY5VyUWmm"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.ted.com/talks/phil_plait_the_secret_to_scientific_discoveries_making_mistakes?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">ted.com/talks/phil_pla</span><span class=""invisible"">it_the_secret_to_scientific_discoveries_making_mistakes?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> vía <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15492359"" dir=""ltr"" href=""/TEDTalks""><s>@</s><b><strong>TEDTalks</strong></b></a></p>",Gerbartolome,2019-03-24T23:06:13,false,false,0,"Excelente charla TED sobre qué es la Ciencia
The secret to scientific discoveries? Making mistakes (Phil Plait | TEDxBoulder) https://www.ted.com/talks/phil_plait_the_secret_to_scientific_discoveries_making_mistakes?utm_source=twitter.com&utm_medium=social&utm_campaign=tedspread … vía @TEDTalks",,1109954601162342400,1553468773,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0,https://www.ted.com/talks/andrew_peek_how_your_personal_narrative_limits_your_future?utm_source=twitter.com&utm_medium=social&utm_campaign=tedspread,Bill Schneider,/billschneider88/status/1109951742643339264,25032691,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">How your personal narrative limits your future (Andrew Peek | TEDxToronto) <a class=""twitter-timeline-link"" data-expanded-url=""https://www.ted.com/talks/andrew_peek_how_your_personal_narrative_limits_your_future?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread"" dir=""ltr"" href=""https://t.co/8wJP3qJvrd"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.ted.com/talks/andrew_peek_how_your_personal_narrative_limits_your_future?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">ted.com/talks/andrew_p</span><span class=""invisible"">eek_how_your_personal_narrative_limits_your_future?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15492359"" dir=""ltr"" href=""/TEDTalks""><s>@</s><b><strong>TEDTalks</strong></b></a></p>",billschneider88,2019-03-24T22:54:52,false,false,0,How your personal narrative limits your future (Andrew Peek | TEDxToronto) https://www.ted.com/talks/andrew_peek_how_your_personal_narrative_limits_your_future?utm_source=twitter.com&utm_medium=social&utm_campaign=tedspread … via @TEDTalks,,1109951742643339264,1553468092,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0,https://www.facebook.com/TED/videos/643500019443184/,Ishaan Rajankar,/ishaanrajankar/status/1109950549959602176,942541652291407872,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">‘Help’ to live a life beyond death. A beautiful video <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15492359"" dir=""ltr"" href=""/TEDTalks""><s>@</s><b><strong>TEDTalks</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.facebook.com/TED/videos/643500019443184/"" dir=""ltr"" href=""https://t.co/aLCbT9riB1"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.facebook.com/TED/videos/643500019443184/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">facebook.com/TED/videos/643</span><span class=""invisible"">500019443184/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",ishaanrajankar,2019-03-24T22:50:07,false,false,0,‘Help’ to live a life beyond death. A beautiful video @TEDTalks https://www.facebook.com/TED/videos/643500019443184/ …,,1109950549959602176,1553467807,,,,,,,,,,,,,,,,,,,,,,,,,
1109937837393108992,true,1,,Dale Lanan,/DaleLanan/status/1109948867888308225,338493301,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Audience is needed with eyes open and open minds that can accept that the rug needs to be up and pulled from under Corporate Sovereign Majesty including US standing on property rights.. 
We need to have sudden irreversible change to value Earth Biosphere Strong, physics is clear.</p>",DaleLanan,2019-03-24T22:43:26,false,true,1,"Audience is needed with eyes open and open minds that can accept that the rug needs to be up and pulled from under Corporate Sovereign Majesty including US standing on property rights.. 
We need to have sudden irreversible change to value Earth Biosphere Strong, physics is clear.",,1109948867888308225,1553467406,85015993,StuartGaia,15492359,TEDTalks,,1022401570430808064,ScienceWarning,,,,,,,,,,,,,,,,,,
,false,0,https://www.ted.com/talks/temple_grandin_the_world_needs_all_kinds_of_minds?utm_source=twitter.com&utm_medium=social&utm_campaign=tedspread,Ozge Demeter,/DemeterOzge/status/1109948504108134400,3133151536,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The world needs all kinds of minds (Temple Grandin | TED2010) <a class=""twitter-timeline-link"" data-expanded-url=""https://www.ted.com/talks/temple_grandin_the_world_needs_all_kinds_of_minds?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread"" dir=""ltr"" href=""https://t.co/lnWYkkDoSJ"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.ted.com/talks/temple_grandin_the_world_needs_all_kinds_of_minds?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">ted.com/talks/temple_g</span><span class=""invisible"">randin_the_world_needs_all_kinds_of_minds?utm_source=twitter.com&amp;utm_medium=social&amp;utm_campaign=tedspread</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15492359"" dir=""ltr"" href=""/TEDTalks""><s>@</s><b><strong>TEDTalks</strong></b></a></p>",DemeterOzge,2019-03-24T22:41:59,false,false,0,The world needs all kinds of minds (Temple Grandin | TED2010) https://www.ted.com/talks/temple_grandin_the_world_needs_all_kinds_of_minds?utm_source=twitter.com&utm_medium=social&utm_campaign=tedspread … via @TEDTalks,,1109948504108134400,1553467319,,,,,,,,,,,,,,,,,,,,,,,,,
1109204933398749190,true,0,,Patrick Harvey,/PatrickHarvey1/status/1109947773749731328,295811099,0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I have just finished watching it and have to agree.  Inspiring and touching on so many levels.</p>",PatrickHarvey1,2019-03-24T22:39:05,false,false,1,I have just finished watching it and have to agree.  Inspiring and touching on so many levels.,,1109947773749731328,1553467145,1037292353986473985,JackieTeale,15492359,TEDTalks,,,,,,,,,,,,,,,,,,,,,
,false,0,,Jason Wagner,/SETXMortgageGuy/status/1103444398023561216,2830119779,1,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""63068029"" dir=""ltr"" href=""/Tony_Giordano""><s>@</s><b>Tony_Giordano</b></a>’s book is blowing my mind <img alt=""🤯"" aria-label=""Emoji: Exploding head"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f92f.png"" title=""Exploding head""/> on <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/OnlineMarketing?src=hash""><s>#</s><b>OnlineMarketing</b></a> ...  He should do a <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15492359"" dir=""ltr"" href=""/TEDTalks""><s>@</s><b><strong>TEDTalks</strong></b></a> and share the stage with <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""17266725"" dir=""ltr"" href=""/TonyRobbins""><s>@</s><b>TonyRobbins</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3632201"" dir=""ltr"" href=""/InmanNews""><s>@</s><b>InmanNews</b></a></p>",SETXMortgageGuy,2019-03-06T23:57:00,false,false,1,@Tony_Giordano’s book is blowing my mind  on #OnlineMarketing ...  He should do a @TEDTalks and share the stage with @TonyRobbins @InmanNews,,1103444398023561216,1551916620,,,,,OnlineMarketing,,,,,,,,,,,,,,,,,,,,
