timestamp,text_html,links/0,likes,is_reply_to,screen_name,tweet_url,user_id,retweets,is_replied,video_url,tweet_id,parent_tweet_id,timestamp_epochs,username,replies,text,has_media,hashtags/0,img_urls/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,links/1,hashtags/5,hashtags/6,hashtags/7,hashtags/8,img_urls/1,img_urls/2,img_urls/3,links/2,reply_to_users/0/screen_name,reply_to_users/0/user_id,reply_to_users/1/screen_name,reply_to_users/1/user_id,hashtags/9,hashtags/10,hashtags/11,hashtags/12,hashtags/13
2019-11-16 18:56:00,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">How do you deal with a child or teenager that doesn’t listen?

Alan Kazdin, a professor of psychology at <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""5695032"" dir=""ltr"" href=""/Yale""><s>@</s><b>Yale</b></a>, shares evidence-backed ways to help kids listen at home and school. He also addresses whether the tactics change if your child is four years old or a teenager.</p>",,41,False,coursera,/coursera/status/1195777555141402625,352053266,20,True,,1195777555141402625,,1573930560,Coursera,2,"How do you deal with a child or teenager that doesn’t listen?

Alan Kazdin, a professor of psychology at @Yale, shares evidence-backed ways to help kids listen at home and school. He also addresses whether the tactics change if your child is four years old or a teenager.",False,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-17 18:12:00,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">See how Suprita took her self-taught instructional design skills to the next level with the Instructional Design MasterTrack™ Certificate from the University of Illinois Urbana-Champaign. <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""18165866"" dir=""ltr"" href=""/Illinois_Alma""><s>@</s><b>Illinois_Alma</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/InstructionalDesign?src=hash""><s>#</s><b>InstructionalDesign</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://bit.ly/2KqO8oZ"" dir=""ltr"" href=""https://t.co/pd7Qx8laOn"" rel=""nofollow noopener"" target=""_blank"" title=""https://bit.ly/2KqO8oZ""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">bit.ly/2KqO8oZ</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",https://bit.ly/2KqO8oZ,15,False,coursera,/coursera/status/1196128871764115458,352053266,1,False,,1196128871764115458,,1574014320,Coursera,0,See how Suprita took her self-taught instructional design skills to the next level with the Instructional Design MasterTrack™ Certificate from the University of Illinois Urbana-Champaign. @Illinois_Alma #InstructionalDesignhttps://bit.ly/2KqO8oZ ,False,InstructionalDesignhttps,,,,,,,,,,,,,,,,,,,,,,,
2019-11-18 16:12:05,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I am always amazed by the courses on <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""352053266"" dir=""ltr"" href=""/coursera""><s>@</s><b>coursera</b></a>!

Today I enrolled in a course entitled ""e-learning Ecologies: Innovative Approaches to Teaching and Learning in the Digital Age"" from the University of Illinois taught by <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""48072586"" dir=""ltr"" href=""/WilliamCope""><s>@</s><b>WilliamCope</b></a> and <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""49238540"" dir=""ltr"" href=""/marykalantzis""><s>@</s><b>marykalantzis</b></a>. <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""269951110"" dir=""ltr"" href=""/neolearning""><s>@</s><b>neolearning</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/PPL?src=hash""><s>#</s><b>PPL</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SBISDTLS?src=hash""><s>#</s><b>SBISDTLS</b></a></p>",,32,False,aggielaurielyn,/aggielaurielyn/status/1196461079670472704,785089878,6,True,,1196461079670472704,,1574093525,"Laurie Guerra, M.Ed",1,"I am always amazed by the courses on @coursera!

Today I enrolled in a course entitled ""e-learning Ecologies: Innovative Approaches to Teaching and Learning in the Digital Age"" from the University of Illinois taught by @WilliamCope and @marykalantzis. @neolearning #PPL #SBISDTLS",False,PPL,,SBISDTLS,,,,,,,,,,,,,,,,,,,,,
2019-11-18 17:07:16,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Curious about <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""16176456"" dir=""ltr"" href=""/IBMZ""><s>@</s><b>IBMZ</b></a>? Check out the IBM z/OS Mainframe Practitioner Professional Certificate: <a class=""twitter-timeline-link"" data-expanded-url=""https://bit.ly/2Orci3x"" dir=""ltr"" href=""https://t.co/w0hMixqCV4"" rel=""nofollow noopener"" target=""_blank"" title=""https://bit.ly/2Orci3x""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">bit.ly/2Orci3x</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/IBMZ/status/1192532679213879298"" dir=""ltr"" href=""https://t.co/URStKGeaUB"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/IBMZ/status/1192532679213879298""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/IBMZ/status/11</span><span class=""invisible"">92532679213879298</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",https://bit.ly/2Orci3x,11,False,coursera,/coursera/status/1196474966562070529,352053266,3,False,,1196474966562070529,,1574096836,Coursera,0,Curious about @IBMZ? Check out the IBM z/OS Mainframe Practitioner Professional Certificate: https://bit.ly/2Orci3x https://twitter.com/IBMZ/status/1192532679213879298 …,False,,,,,,,https://twitter.com/IBMZ/status/1192532679213879298,,,,,,,,,,,,,,,,,
2019-11-20 17:21:54,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">How do you deal with bias in artificial intelligence? Explore three great perspectives from leaders in the field, including Coursera co-founder Daphne Koller:<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://nyti.ms/2O6i1gv"" dir=""ltr"" href=""https://t.co/3yZe9q3G5R"" rel=""nofollow noopener"" target=""_blank"" title=""https://nyti.ms/2O6i1gv""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">nyti.ms/2O6i1gv</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",https://nyti.ms/2O6i1gv,24,False,coursera,/coursera/status/1197203426570047489,352053266,16,False,,1197203426570047489,,1574270514,Coursera,0,"How do you deal with bias in artificial intelligence? Explore three great perspectives from leaders in the field, including Coursera co-founder Daphne Koller:https://nyti.ms/2O6i1gv ",False,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-20 19:23:32,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Woohoo! Congratulations <img alt=""🥳"" aria-label=""Emoji: Partying face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f973.png"" title=""Partying face""/> Who else completed AI for Everyone from <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""992153930095251456"" dir=""ltr"" href=""/deeplearningai_""><s>@</s><b>deeplearningai_</b></a> ?<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/silpara/status/1197233174612303872"" dir=""ltr"" href=""https://t.co/YBv5qBFoKW"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/silpara/status/1197233174612303872""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/silpara/status</span><span class=""invisible"">/1197233174612303872</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",https://twitter.com/silpara/status/1197233174612303872,17,False,coursera,/coursera/status/1197234037317750785,352053266,2,True,,1197234037317750785,,1574277812,Coursera,6,Woohoo! Congratulations  Who else completed AI for Everyone from @deeplearningai_ ?https://twitter.com/silpara/status/1197233174612303872 …,False,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-21 17:56:28,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Know which topic is on track to reach two million enrollments in 2019? Artificial Intelligence.

Check out this year’s top courses &amp; Specializations and the trends that are driving them. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/AI?src=hash""><s>#</s><b>AI</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MachineLearning?src=hash""><s>#</s><b>MachineLearning</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/YearInReview?src=hash""><s>#</s><b>YearInReview</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://bit.ly/2XEGBIy"" dir=""ltr"" href=""https://t.co/zQMFrT73Em"" rel=""nofollow noopener"" target=""_blank"" title=""https://bit.ly/2XEGBIy""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">bit.ly/2XEGBIy</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",https://bit.ly/2XEGBIy,28,False,coursera,/coursera/status/1197574511794774016,352053266,12,True,,1197574511794774016,,1574358988,Coursera,3,"Know which topic is on track to reach two million enrollments in 2019? Artificial Intelligence.

Check out this year’s top courses & Specializations and the trends that are driving them. #AI #MachineLearning #YearInReviewhttps://bit.ly/2XEGBIy ",False,AI,,MachineLearning,YearInReviewhttps,,,,,,,,,,,,,,,,,,,,
2019-11-22 19:57:14,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">From one of 2019’s most popular courses, AI for Everyone: “What machine learning can and cannot do.” <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""992153930095251456"" dir=""ltr"" href=""/deeplearningai_""><s>@</s><b>deeplearningai_</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""216939636"" dir=""ltr"" href=""/AndrewYNg""><s>@</s><b>AndrewYNg</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://bit.ly/33aDiK4"" dir=""ltr"" href=""https://t.co/kj11eEhkno"" rel=""nofollow noopener"" target=""_blank"" title=""https://bit.ly/33aDiK4""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">bit.ly/33aDiK4</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",https://bit.ly/33aDiK4,24,False,coursera,/coursera/status/1197967292778401793,352053266,12,False,,1197967292778401793,,1574452634,Coursera,0,"From one of 2019’s most popular courses, AI for Everyone: “What machine learning can and cannot do.” @deeplearningai_ @AndrewYNghttps://bit.ly/33aDiK4 ",False,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-22 20:36:15,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Muy emocionados de ver el primer programa especializado de La Triada en Coursera: “Haciendo Negocios en LATAM” <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""870707686643425281"" dir=""ltr"" href=""/InvestigacionUC""><s>@</s><b>InvestigacionUC</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""115775168"" dir=""ltr"" href=""/TecdeMonterrey""><s>@</s><b>TecdeMonterrey</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""44151017"" dir=""ltr"" href=""/Uniandes""><s>@</s><b>Uniandes</b></a> 

We're excited to see the first Specialization from La Triada: “Doing business in Latin America”<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://bit.ly/37wfmUQ"" dir=""ltr"" href=""https://t.co/zh66yu9FY7"" rel=""nofollow noopener"" target=""_blank"" title=""https://bit.ly/37wfmUQ""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">bit.ly/37wfmUQ</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",https://bit.ly/37wfmUQ,9,False,coursera,/coursera/status/1197977110536577024,352053266,5,False,,1197977110536577024,,1574454975,Coursera,0,"Muy emocionados de ver el primer programa especializado de La Triada en Coursera: “Haciendo Negocios en LATAM” @InvestigacionUC @TecdeMonterrey @Uniandes 

We're excited to see the first Specialization from La Triada: “Doing business in Latin America”https://bit.ly/37wfmUQ ",False,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-23 17:30:03,"<p class=""TweetTextSize TweetTextSize--normal js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">What’s the best advice or tip someone gave you? <img alt=""🤔"" aria-label=""Emoji: Thinking face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f914.png"" title=""Thinking face""/></p>",,78,False,coursera,/coursera/status/1198292639038234629,352053266,2,True,,1198292639038234629,,1574530203,Coursera,69,What’s the best advice or tip someone gave you? ,False,,,,,,,,,,,,,,,,,,,,,,,,
